,Event_Name,Day,Setup,Pre-Event,Event_Start,Event_End,Post-Event,Takedown,Location,Formal_Name,Exp_Head_Count,Act. Head Count,Reservation Name,Reference #,Event Type,Organization,date,Location1
9630,Assistive Leg Device MQP Meeting,2/25/2022,11:00 AM,11:00 AM,11:00 AM,12:00 PM,12:00 PM,12:00 PM,IS 1965 CONFERENCE ROOM,"IS 207, Innovation Studio - 1965 Conference Room",7,,,2021-ABNWBN,Student - Meeting,Non-Sponsored Academic,25/2/2022,IS
9633,Percussion Lessons - Pieter Struyk,2/25/2022,11:30 AM,11:30 AM,11:30 AM,1:00 PM,1:00 PM,1:00 PM,AH B19,Alden Hall B19 - Spaulding Recital Hall,3,,,2022-ABNXMH,Performance/Rehearsal,HUMANITIES & ARTS,25/2/2022,AH
9634,PQP Meeting - UIR ABET Accreditation,2/25/2022,12:00 PM,12:00 PM,12:00 PM,12:30 PM,12:30 PM,12:30 PM,IS GLOBAL LAB LOBBY 200B,Innovation Studio GLOBAL LAB LOBBY 200B,6,,,2022-ABPBGN,Student - Meeting,STUDENT ALUMNI SOCIETY,25/2/2022,IS
9638,SGT GBM,2/25/2022,12:00 PM,12:00 PM,12:00 PM,1:30 PM,1:30 PM,1:30 PM,HL 116,Higgins Labs 116 -Classroom,40,,,2022-ABPJDF,Student - Meeting,SIGMA GAMMA TAU,25/2/2022,HL
9642,Friday Milk and Cookies,2/25/2022,12:00 PM,12:00 PM,12:00 PM,2:00 PM,2:00 PM,2:00 PM,OASIS HOUSE - ALL SPACES,Oasis House - All Spaces,20,0,,2022-ABPAAP,Meeting,MULTICULTURAL AFFAIRS,25/2/2022,OASIS
9643,Friday Milk and Cookies,2/25/2022,12:00 PM,12:00 PM,12:00 PM,2:00 PM,2:00 PM,2:00 PM,OASIS HOUSE - KITCHEN,Oasis House - Kitchen,20,0,,2022-ABPAAP,Meeting,MULTICULTURAL AFFAIRS,25/2/2022,OASIS
9644,Friday Milk and Cookies,2/25/2022,12:00 PM,12:00 PM,12:00 PM,2:00 PM,2:00 PM,2:00 PM,OASIS HOUSE - YARD,Oasis House - Yard (no Grill),20,0,,2022-ABPAAP,Meeting,MULTICULTURAL AFFAIRS,25/2/2022,OASIS
9648,Microneedle MQP Team Meeting,2/25/2022,1:00 PM,1:00 PM,1:00 PM,2:00 PM,2:00 PM,2:00 PM,IS 1965 CONFERENCE ROOM,"IS 207, Innovation Studio - 1965 Conference Room",7,,,2022-ABNXHJ,Student - Meeting,Non-Sponsored Academic,25/2/2022,IS
9651,The Social Committee - Big3/PR 1-on-1,2/25/2022,1:00 PM,1:00 PM,1:00 PM,2:00 PM,2:00 PM,2:00 PM,CC MORGAN,Campus Center 208 - Morgan Conference Room,10,,,2022-ABNWMB,Student - Meeting,SOCCOMM,25/2/2022,CC
9654,The Social Committee - SocComm Social,2/25/2022,1:00 PM,1:00 PM,1:00 PM,4:00 PM,4:00 PM,4:00 PM,IS 105,Innovation Studio 105,30,,,2022-ABPGXQ,Student - Meeting,SOCCOMM,25/2/2022,IS
9655,Fez City Game PQP,2/25/2022,1:30 PM,1:30 PM,1:30 PM,2:00 PM,2:00 PM,2:00 PM,IS GLOBAL LAB LOBBY 200B,Innovation Studio GLOBAL LAB LOBBY 200B,6,,,2022-ABPBHA,Student - Meeting,Non-Sponsored Academic,25/2/2022,IS
9658,Philanthropy Team Meeting,2/25/2022,2:00 PM,2:00 PM,2:00 PM,3:00 PM,3:00 PM,3:00 PM,CC PETERSON,Campus Center 304 - Peterson Conference Room,5,,,2022-ABNZCX,Student - Meeting,ALPHA XI DELTA,25/2/2022,CC
9664,Alpha Phi Omega Plarning,2/25/2022,2:00 PM,2:00 PM,2:00 PM,4:00 PM,4:00 PM,4:00 PM,SL 305,Salisbury Labs 305 - Classroom,15,,,2022-ABPGRK,Student - Meeting,ALPHA PHI OMEGA,25/2/2022,SL
9666,LNL Baking Contest,2/25/2022,2:00 PM,2:00 PM,2:00 PM,4:00 PM,4:00 PM,4:00 PM,AK 233,Atwater Kent 233 - Classroom,20,,,2022-ABPJRW,Student - Meeting,LENS & LIGHTS,25/2/2022,AK
9669,HPRC Rocket Recovery Meeting,2/25/2022,3:00 PM,3:00 PM,3:00 PM,4:00 PM,4:00 PM,4:00 PM,HL 154,Higgins Labs 154 - Classroom,20,,,2022-ABNXHR,Student - Meeting,AMER INST OF AERONTCS & ASTRONTCS,25/2/2022,HL
9679,PRACTICE: BALLROOM DANCE,2/25/2022,3:00 PM,3:00 PM,3:00 PM,6:00 PM,6:00 PM,6:00 PM,RC DANCE,Sports and Recreation Center  428/430/433 - Dance Studio A/B/C Jointly,30,0,,2021-ABNTQB,Athletic - Club Sport Practice,BALLROOM DANCE TEAM,25/2/2022,RC
9680,PRACTICE: BALLROOM DANCE,2/25/2022,3:00 PM,3:00 PM,3:00 PM,6:00 PM,6:00 PM,6:00 PM,RC DANCE A,Sports and Recreation Center 428 - Dance Studio A,30,0,,2021-ABNTQB,Athletic - Club Sport Practice,BALLROOM DANCE TEAM,25/2/2022,RC
9681,PRACTICE: BALLROOM DANCE,2/25/2022,3:00 PM,3:00 PM,3:00 PM,6:00 PM,6:00 PM,6:00 PM,RC DANCE A-B,Sports and Recreation Center 428/430 - Dance Sudio A&B Jointly,30,0,,2021-ABNTQB,Athletic - Club Sport Practice,BALLROOM DANCE TEAM,25/2/2022,RC
9682,PRACTICE: BALLROOM DANCE,2/25/2022,3:00 PM,3:00 PM,3:00 PM,6:00 PM,6:00 PM,6:00 PM,RC DANCE B,Sports and Recreation Center 430 - Dance Sudio B,30,0,,2021-ABNTQB,Athletic - Club Sport Practice,BALLROOM DANCE TEAM,25/2/2022,RC
9683,PRACTICE: BALLROOM DANCE,2/25/2022,3:00 PM,3:00 PM,3:00 PM,6:00 PM,6:00 PM,6:00 PM,RC DANCE B-C,Sports and Recreation Center 430/433 - Dance Sudio B&C Jointly,30,0,,2021-ABNTQB,Athletic - Club Sport Practice,BALLROOM DANCE TEAM,25/2/2022,RC
9684,PRACTICE: BALLROOM DANCE,2/25/2022,3:00 PM,3:00 PM,3:00 PM,6:00 PM,6:00 PM,6:00 PM,RC DANCE C,Sports and Recreation Center 433 - Dance Studio C,30,0,,2021-ABNTQB,Athletic - Club Sport Practice,BALLROOM DANCE TEAM,25/2/2022,RC
9689,PhD Seminars,2/25/2022,4:00 PM,4:00 PM,4:00 PM,5:00 PM,5:00 PM,5:00 PM,SH 203,Stratton Hall 203 - Classroom,10,,,2022-ABPBGQ,Seminar/Colloquium,MATHEMATICAL SCIENCES DEPARTMENT,25/2/2022,SH
9691,VSA Dance Practice,2/25/2022,4:00 PM,4:00 PM,4:00 PM,5:00 PM,5:00 PM,5:00 PM,IS 105,Innovation Studio 105,10,,,2022-ABPHSQ,Student - Meeting,VIETNAMESE STUDENT ASSOCIATION,25/2/2022,IS
9692,Chi Omega Exec Board Meetings,2/25/2022,4:00 PM,4:00 PM,4:00 PM,6:00 PM,6:00 PM,6:00 PM,IS 1965 CONFERENCE ROOM,"IS 207, Innovation Studio - 1965 Conference Room",12,,,2022-ABPAFR,Student - Meeting,CHI OMEGA,25/2/2022,IS
9693,Running Club Movie Night,2/25/2022,4:00 PM,4:00 PM,4:00 PM,6:00 PM,6:00 PM,6:00 PM,FL 311,Fuller Labs 311 - Classroom,40,,,2022-ABPJGH,Student - Film/Movie,RUNNING CLUB,25/2/2022,FL
9698,Presentation Night,2/25/2022,4:00 PM,4:00 PM,4:00 PM,6:30 PM,6:30 PM,6:30 PM,FL PH-LWR,Fuller Labs - Perreault Hall - Lower Section,25,,,2022-ABPGNM,Student - Reception/Banquet/Social,RESIDENT ADVISOR PROGRAM,25/2/2022,FL
9699,Murder Mystery Social,2/25/2022,4:00 PM,6:00 PM,7:00 PM,10:00 PM,10:00 PM,2/26/2022 1:00,AH GH,Alden Hall 108 - Great Hall,30,0,,2021-ABNVCK,Student - Reception/Banquet/Social,BALLROOM DANCE TEAM,25/2/2022,AH
9700,Masque GBM,2/25/2022,5:00 PM,5:00 PM,5:00 PM,5:30 PM,5:30 PM,5:30 PM,SL 104,Salisbury Labs 104 - Classroom,25,,,2022-ABNXZF,Student - Meeting,MASQUE,25/2/2022,SL
9701,"Flute Choir Rehearsal, Mitch Lutch",2/25/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,AH B06,Alden Hall B06 - Janet Earle Room,11,0,,2022-ABNZNA,Performance/Rehearsal,HUMANITIES & ARTS,25/2/2022,AH
9703,Newman Club Weekday Mass,2/25/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,RILEY COMMONS,Riley Commons,15,0,,2021-ABNSAV,Student - Meeting,NEWMAN CLUB,25/2/2022,RILEY
9704,SASE Exec Meetings,2/25/2022,5:00 PM,5:00 PM,5:00 PM,6:00 PM,6:00 PM,6:00 PM,CC CHAIR'S,Campus Center 129 - Chair's Conference Room,20,,,2022-ABNZXL,Student - Meeting,SOCIETY OF ASIAN SCIENTISTS & ENGINEERS,25/2/2022,CC
9706,ADC Art Time,2/25/2022,5:00 PM,5:00 PM,5:00 PM,7:00 PM,7:00 PM,7:00 PM,SL 105,Salisbury Labs 105 - Classroom,50,,,2022-ABNXPW,Student - Meeting,ART & DESIGN CLUB,25/2/2022,SL
9707,HPRC Payload EnP Meeting,2/25/2022,5:00 PM,5:00 PM,5:00 PM,7:00 PM,7:00 PM,7:00 PM,HL 202,Higgins Labs 202 - Classroom,15,,,2022-ABNXXD,Student - Meeting,AMER INST OF AERONTCS & ASTRONTCS,25/2/2022,HL
9711,Beta Theta Pi Chapter Meeting,2/25/2022,5:00 PM,5:00 PM,5:00 PM,7:30 PM,7:30 PM,7:30 PM,SL 411,Salisbury Labs 411 - Classroom,40,,,2022-ABPHNZ,Student - Meeting,BETA THETA PI,25/2/2022,SL
9712,CTC Open Workshop Hours,2/25/2022,5:00 PM,5:00 PM,5:00 PM,7:30 PM,7:30 PM,7:30 PM,UH 405,UH 405 - Unity Hall Classroom,15,0,,2022-ABNXSV,Student - Training/Workshop,COMPUTER AND TECHNOLOGY CLUB,25/2/2022,UH
9713,Friday Night Fellowship,2/25/2022,5:00 PM,5:00 PM,7:00 PM,9:00 PM,11:00 PM,11:00 PM,SL 402,Salisbury Labs 402 - Classroom,30,,,2022-ABNWGN,Student - Meeting,CHRISTIAN BIBLE FELLOWSHIP,25/2/2022,SL
9714,Late Night Programming: Contact SAO,2/25/2022,5:00 PM,5:00 PM,5:00 PM,11:59 PM,11:59 PM,11:59 PM,CC STAGE,Campus Center - Forkey Commons,0,0,CC Stage,2022-ABNWDM,Student - Reception/Banquet/Social,STUDENT ACTIVITIES OFFICE,25/2/2022,CC
9715,Shabbat Dinner,2/25/2022,5:30 PM,5:30 PM,5:30 PM,7:30 PM,7:30 PM,7:30 PM,CRC HOUSE - ALL SPACES,Collegiate Religious Center House - All Spaces,6,,,2022-ABPGRM,Student - Meeting,HILLEL,25/2/2022,CRC
9716,Shabbat Dinner,2/25/2022,5:30 PM,5:30 PM,5:30 PM,7:30 PM,7:30 PM,7:30 PM,CRC HOUSE - KITCHEN,Collegiate Religious Center House - Kitchen,6,,,2022-ABPGRM,Student - Meeting,HILLEL,25/2/2022,CRC
9717,Shabbat Dinner,2/25/2022,5:30 PM,5:30 PM,5:30 PM,7:30 PM,7:30 PM,7:30 PM,CRC HOUSE - MULTIFAITH MEETING SPACE,Collegiate Religious Center House - Multifaith Meeting Space,6,,,2022-ABPGRM,Student - Meeting,HILLEL,25/2/2022,CRC
9718,CollabLab GBM,2/25/2022,6:00 PM,6:00 PM,6:00 PM,7:00 PM,7:00 PM,7:00 PM,HL 116,Higgins Labs 116 -Classroom,30,,,2022-ABPBWB,Student - Meeting,COLLABLAB,25/2/2022,HL
9719,VSA Exec Meeting,2/25/2022,6:00 PM,6:00 PM,6:00 PM,7:00 PM,7:00 PM,7:00 PM,UH 520,UH 520 - Unity Hall Classroom,20,,,2022-ABNZAJ,Student - Meeting,VIETNAMESE STUDENT ASSOCIATION,25/2/2022,UH
9726,Alpha Gamma Delta Officer Board,2/25/2022,6:00 PM,6:00 PM,6:00 PM,8:00 PM,8:00 PM,8:00 PM,HL 154,Higgins Labs 154 - Classroom,30,,,2022-ABNXMT,Student - Meeting,ALPHA GAMMA DELTA,25/2/2022,HL
9727,SASA Dance Party,2/25/2022,6:00 PM,6:00 PM,6:00 PM,9:00 PM,9:00 PM,9:00 PM,RILEY COMMONS,Riley Commons,100,0,,2022-ABPJAR,Student - Dance,SOUTH ASIAN STUDENT ASSOCIATION,25/2/2022,RILEY
9728,PRACTICE: WOMENS CLUB BASKETBALL,2/25/2022,6:30 PM,6:30 PM,6:30 PM,8:00 PM,8:00 PM,8:00 PM,RC COURT 1,Sports and Recreation Center - Court 1,30,0,,2021-ABNVSJ,Athletic - Club Sport Practice,Women's Club Basketball,25/2/2022,RC
9729,Thank God It's Friday,2/25/2022,6:30 PM,6:30 PM,7:00 PM,9:30 PM,10:00 PM,10:00 PM,IS 203,Innovation Studio 203,25,,,2022-ABPGJG,Student - Meeting,ALPHA OMEGA,25/2/2022,IS
9730,Cybersecurity Club Workshop,2/25/2022,6:50 PM,6:50 PM,7:00 PM,10:00 PM,10:00 PM,10:00 PM,UH 420,UH 420 - Unity Hall Classroom,40,,,2022-ABNWVJ,Student - Training/Workshop,CYBER SECURITY CLUB,25/2/2022,UH
9731,VSA Practice,2/25/2022,7:00 PM,7:00 PM,7:00 PM,8:00 PM,8:00 PM,8:00 PM,UH 520,UH 520 - Unity Hall Classroom,10,,,2022-ABPAVQ,Student - Meeting,VIETNAMESE STUDENT ASSOCIATION,25/2/2022,UH
9732,Modeling Practice,2/25/2022,7:00 PM,7:00 PM,7:00 PM,9:00 PM,9:00 PM,9:00 PM,IS 105,Innovation Studio 105,36,,,2022-ABPFNC,Student - Performance/Rehearsal,BLACK STUDENT UNION,25/2/2022,IS
9736,Morgan 3/4 Movie Night,2/25/2022,7:00 PM,7:00 PM,7:30 PM,9:30 PM,10:00 PM,10:00 PM,HL 116,Higgins Labs 116 -Classroom,66,,,2022-ABPJBF,Student - Study Session/Review,RESIDENT ADVISOR PROGRAM,25/2/2022,HL
9737,CTC Weekly WAN-Show Watchparty,2/25/2022,7:30 PM,7:30 PM,7:30 PM,9:30 PM,9:30 PM,9:30 PM,UH 405,UH 405 - Unity Hall Classroom,5,,,2022-ABNXSW,Student - Film/Movie,COMPUTER AND TECHNOLOGY CLUB,25/2/2022,UH
9738,{} Performance,2/25/2022,8:00 PM,8:00 PM,8:00 PM,9:00 PM,9:00 PM,9:00 PM,FL PH-UPR,Fuller Labs - Perreault Hall - Upper Section,70,,,2022-ABPJDX,Student - Performance/Rehearsal,STUDENT COMEDY PRODUCTIONS,25/2/2022,FL
9739,AXP -- Final Reflection,2/25/2022,8:00 PM,8:00 PM,8:00 PM,10:00 PM,10:00 PM,10:00 PM,HH UPPER WEST COURTYARD,Higgins House - Upper West Courtyard,52,0,,2022-ABPFHZ,Student - Meeting,ALPHA CHI RHO,25/2/2022,HH
9740,AXP -- Final Reflection,2/25/2022,8:00 PM,8:00 PM,8:00 PM,10:00 PM,10:00 PM,10:00 PM,HH WEST COURTYARD,Higgins House - West Courtyard,52,,,2022-ABPFHZ,Student - Meeting,ALPHA CHI RHO,25/2/2022,HH
9741,OPEN RECREATION,2/25/2022,8:00 PM,8:00 PM,8:00 PM,11:00 PM,11:00 PM,11:00 PM,RC COURT 1,Sports and Recreation Center - Court 1,,,,2021-ABNVTK,Athletic - Receational Activity,"PHYS ED, ATHLETICS, & RECREATION",25/2/2022,RC
9742,OPEN RECREATION,2/25/2022,8:00 PM,8:00 PM,8:00 PM,11:00 PM,11:00 PM,11:00 PM,RC COURT 1-2,Sports and Recreation Center - Court 1 & 2 Jointly,,,,2021-ABNVTK,Athletic - Receational Activity,"PHYS ED, ATHLETICS, & RECREATION",25/2/2022,RC
9743,OPEN RECREATION,2/25/2022,8:00 PM,8:00 PM,8:00 PM,11:00 PM,11:00 PM,11:00 PM,RC COURT 2,Sports and Recreation Center - Court 2,,,,2021-ABNVTK,Athletic - Receational Activity,"PHYS ED, ATHLETICS, & RECREATION",25/2/2022,RC
9744,LnL Projector Maintenance,2/25/2022,9:30 PM,9:30 PM,9:30 PM,11:30 PM,11:30 PM,11:30 PM,FL PH-UPR,Fuller Labs - Perreault Hall - Upper Section,5,,,2022-ABNWSG,Student - Training/Workshop,LENS & LIGHTS,25/2/2022,FL
9745,Murder Mystery Social,2/26/2022,2/25/2022 16:00,2/25/2022 18:00,2/25/2022 19:00,2/25/2022 22:00,2/25/2022 22:00,1:00 AM,AH GH,Alden Hall 108 - Great Hall,30,0,,2021-ABNVCK,Student - Reception/Banquet/Social,BALLROOM DANCE TEAM,26/2/2022,AH
9747,VSA Lunar New Year,2/26/2022,5:00 AM,8:00 AM,6:00 PM,9:00 PM,2/27/2022 0:00,2/27/2022 3:00,CC ODEUM ALL,Campus Center 341 / 342 / 343 - Odeum A-B-C Jointly,150,0,,2022-ABNWHV,Student - Fair/Festival,VIETNAMESE STUDENT ASSOCIATION,26/2/2022,CC
9757,Admissions Saturday Presentation,2/26/2022,8:00 AM,8:00 AM,8:00 AM,2:00 PM,2:00 PM,2:00 PM,OH 107,Olin Hall 107 - Lecture Hall,70,0,,2022-ABNWTV,Presentation,ENROLLMENT MANAGEMENT,26/2/2022,OH
9758,Post its Table sitting,2/26/2022,8:00 AM,8:00 AM,8:00 AM,5:00 PM,5:00 PM,5:00 PM,CC INDOOR TABLE (7),Campus Center - Indoor Table #7,0,,,2022-ABPCTQ,Table Sitting,DEAN OF STUDENTS OFFICE,26/2/2022,CC
9760,CBF Conference,2/26/2022,9:00 AM,9:00 AM,9:00 AM,12:00 PM,12:00 PM,12:00 PM,IS 1965 CONFERENCE ROOM,"IS 207, Innovation Studio - 1965 Conference Room",10,,,2022-ABPBFR,Student - Meeting,CHRISTIAN BIBLE FELLOWSHIP,26/2/2022,IS
9765,CPR Training,2/26/2022,10:30 AM,10:30 AM,10:30 AM,1:30 PM,1:30 PM,1:30 PM,IS 203,Innovation Studio 203,30,,,2022-ABPBFF,Student - Training/Workshop,IFC,26/2/2022,IS
9777,NEWMAC Finals HOLD,2/26/2022,11:30 AM,1:00 PM,1:00 PM,6:00 PM,6:00 PM,6:00 PM,HA 102,Harrington Auditorium - Main Floor,300,0,,2021-ABMWMV,Athletic - Contest,ATHLETICS,26/2/2022,HA
9778,NEWMAC Finals HOLD,2/26/2022,11:30 AM,1:00 PM,1:00 PM,6:00 PM,6:00 PM,6:00 PM,HA 115 ATHLETIC TEAM MTG RM,Harrington Auditorium - Athletic Team Meeting Room,300,0,,2021-ABMWMV,Athletic - Contest,ATHLETICS,26/2/2022,HA
9779,Actuator Plate Meeting,2/26/2022,12:00 PM,12:00 PM,12:00 PM,1:00 PM,1:00 PM,1:00 PM,HL 154,Higgins Labs 154 - Classroom,4,,,2022-ABPJVB,Student - Study Session/Review,AMER INST OF AERONTCS & ASTRONTCS,26/2/2022,HL
9781,{Empty Set} Rehearsal,2/26/2022,12:00 PM,12:00 PM,12:00 PM,2:00 PM,2:00 PM,2:00 PM,SL 411,Salisbury Labs 411 - Classroom,11,,,2022-ABNXZC,Student - Meeting,STUDENT COMEDY PRODUCTIONS,26/2/2022,SL
9782,The Social Committee: Dodgeball,2/26/2022,12:00 PM,12:00 PM,12:00 PM,4:00 PM,4:00 PM,4:00 PM,RC COURT 1,Sports and Recreation Center - Court 1,0,,,2022-ABNZWL,Student - Reception/Banquet/Social,SOCCOMM,26/2/2022,RC
9783,The Social Committee: Dodgeball,2/26/2022,12:00 PM,12:00 PM,12:00 PM,4:00 PM,4:00 PM,4:00 PM,RC COURT 1-2,Sports and Recreation Center - Court 1 & 2 Jointly,0,,,2022-ABNZWL,Student - Reception/Banquet/Social,SOCCOMM,26/2/2022,RC
9784,The Social Committee: Dodgeball,2/26/2022,12:00 PM,12:00 PM,12:00 PM,4:00 PM,4:00 PM,4:00 PM,RC COURT 2,Sports and Recreation Center - Court 2,0,,,2022-ABNZWL,Student - Reception/Banquet/Social,SOCCOMM,26/2/2022,RC
9785,Weekly Smash Tournament,2/26/2022,12:00 PM,12:00 PM,12:00 PM,6:00 PM,6:00 PM,6:00 PM,UH 520,UH 520 - Unity Hall Classroom,30,,,2022-ABNXBF,Student - Competition,VIDEO GAME CLUB,26/2/2022,UH
9786,FSAE electric vehicle seminar,2/26/2022,1:00 PM,1:00 PM,1:00 PM,2:00 PM,2:00 PM,2:00 PM,SL 115,Salisbury Labs 115 - Kinnicutt Hall,20,,,2022-ABPJPJ,Student - Meeting,SOCIETY OF AUTOMOTIVE ENG (SAE),26/2/2022,SL
9787,Insight Team-43 Destress Event,2/26/2022,1:00 PM,1:00 PM,1:00 PM,2:00 PM,2:00 PM,2:00 PM,UH 400,UH 400 - Unity Hall Classroom,25,,,2022-ABPGAN,Student - Study Session/Review,RESIDENT ADVISOR PROGRAM,26/2/2022,UH
9788,OPEN RECREATION SOCCER,2/26/2022,1:00 PM,1:00 PM,1:00 PM,2:30 PM,2:30 PM,2:30 PM,RC COURT 3,Sports and Recreation Center - Court 3,10,,,2022-ABNZPC,Athletic - Receational Activity,SOCCER (WOMEN),26/2/2022,RC
9789,OPEN RECREATION SOCCER,2/26/2022,1:00 PM,1:00 PM,1:00 PM,2:30 PM,2:30 PM,2:30 PM,RC COURT 3-4,Sports and Recreation Center - Courtn 3 & 4 Jointly,10,,,2022-ABNZPC,Athletic - Receational Activity,SOCCER (WOMEN),26/2/2022,RC
9790,OPEN RECREATION SOCCER,2/26/2022,1:00 PM,1:00 PM,1:00 PM,2:30 PM,2:30 PM,2:30 PM,RC COURT 4,Sports and Recreation Center - Court 4,10,,,2022-ABNZPC,Athletic - Receational Activity,SOCCER (WOMEN),26/2/2022,RC
9791,OMA Weekend Study Hours,2/26/2022,1:00 PM,1:00 PM,1:00 PM,3:00 PM,3:00 PM,3:00 PM,OASIS HOUSE - ALL SPACES,Oasis House - All Spaces,20,,,2022-ABPCDH,Meeting,MULTICULTURAL AFFAIRS,26/2/2022,OASIS
9792,OMA Weekend Study Hours,2/26/2022,1:00 PM,1:00 PM,1:00 PM,3:00 PM,3:00 PM,3:00 PM,OASIS HOUSE - KITCHEN,Oasis House - Kitchen,20,,,2022-ABPCDH,Meeting,MULTICULTURAL AFFAIRS,26/2/2022,OASIS
9793,OMA Weekend Study Hours,2/26/2022,1:00 PM,1:00 PM,1:00 PM,3:00 PM,3:00 PM,3:00 PM,OASIS HOUSE - YARD,Oasis House - Yard (no Grill),20,,,2022-ABPCDH,Meeting,MULTICULTURAL AFFAIRS,26/2/2022,OASIS
9794,Student hangout event,2/26/2022,1:00 PM,1:00 PM,1:00 PM,3:00 PM,3:00 PM,3:00 PM,IS 205,Innovation Studio 205,40,,,2022-ABPDBH,Student - Meeting,AFRICAN STUDENT ASSOCIATION,26/2/2022,IS
9795,Alpha Phi Recruitment Meeting,2/26/2022,2:00 PM,2:00 PM,2:00 PM,3:00 PM,3:00 PM,3:00 PM,AK 219,Atwater Kent 219 - Classroom,35,,,2022-ABPCMC,Student - Meeting,ALPHA PHI,26/2/2022,AK
9796,LNL 60th Reunion Committee Meeting,2/26/2022,2:00 PM,2:00 PM,2:00 PM,3:00 PM,3:00 PM,3:00 PM,UH 420,UH 420 - Unity Hall Classroom,10,,,2022-ABPJTS,Student - Meeting,LENS & LIGHTS,26/2/2022,UH
9797,Chess Club,2/26/2022,2:00 PM,2:00 PM,2:00 PM,4:00 PM,4:00 PM,4:00 PM,SH 203,Stratton Hall 203 - Classroom,12,,,2022-ABNXAK,Student - Meeting,CHESS CLUB,26/2/2022,SH
9798,HPRC Officer Elections,2/26/2022,2:00 PM,2:00 PM,2:00 PM,4:00 PM,4:00 PM,4:00 PM,SL 115,Salisbury Labs 115 - Kinnicutt Hall,80,,,2022-ABPHDX,Student - Meeting,AMER INST OF AERONTCS & ASTRONTCS,26/2/2022,SL
9799,Joint GC/AV Officer Meeting,2/26/2022,2:00 PM,2:00 PM,2:00 PM,4:00 PM,4:00 PM,4:00 PM,AK 233,Atwater Kent 233 - Classroom,20,,,2022-ABPJJS,Student - Meeting,GLEE CLUB,26/2/2022,AK
9800,PRACTICE: BALLROOM DANCE,2/26/2022,2:00 PM,2:00 PM,2:00 PM,5:00 PM,5:00 PM,5:00 PM,RC DANCE,Sports and Recreation Center  428/430/433 - Dance Studio A/B/C Jointly,30,0,,2021-ABNTQB,Athletic - Club Sport Practice,BALLROOM DANCE TEAM,26/2/2022,RC
9801,PRACTICE: BALLROOM DANCE,2/26/2022,2:00 PM,2:00 PM,2:00 PM,5:00 PM,5:00 PM,5:00 PM,RC DANCE A,Sports and Recreation Center 428 - Dance Studio A,30,0,,2021-ABNTQB,Athletic - Club Sport Practice,BALLROOM DANCE TEAM,26/2/2022,RC
9802,PRACTICE: BALLROOM DANCE,2/26/2022,2:00 PM,2:00 PM,2:00 PM,5:00 PM,5:00 PM,5:00 PM,RC DANCE A-B,Sports and Recreation Center 428/430 - Dance Sudio A&B Jointly,30,0,,2021-ABNTQB,Athletic - Club Sport Practice,BALLROOM DANCE TEAM,26/2/2022,RC
9803,PRACTICE: BALLROOM DANCE,2/26/2022,2:00 PM,2:00 PM,2:00 PM,5:00 PM,5:00 PM,5:00 PM,RC DANCE B,Sports and Recreation Center 430 - Dance Sudio B,30,0,,2021-ABNTQB,Athletic - Club Sport Practice,BALLROOM DANCE TEAM,26/2/2022,RC
9804,PRACTICE: BALLROOM DANCE,2/26/2022,2:00 PM,2:00 PM,2:00 PM,5:00 PM,5:00 PM,5:00 PM,RC DANCE B-C,Sports and Recreation Center 430/433 - Dance Sudio B&C Jointly,30,0,,2021-ABNTQB,Athletic - Club Sport Practice,BALLROOM DANCE TEAM,26/2/2022,RC
9805,PRACTICE: BALLROOM DANCE,2/26/2022,2:00 PM,2:00 PM,2:00 PM,5:00 PM,5:00 PM,5:00 PM,RC DANCE C,Sports and Recreation Center 433 - Dance Studio C,30,0,,2021-ABNTQB,Athletic - Club Sport Practice,BALLROOM DANCE TEAM,26/2/2022,RC
9806,SFS GOAT TTRPG,2/26/2022,2:00 PM,2:00 PM,2:00 PM,8:00 PM,8:00 PM,8:00 PM,UH 405,UH 405 - Unity Hall Classroom,10,,,2022-ABNXHS,Student - Meeting,SCIENCE FICTION SOCIETY,26/2/2022,UH
9807,Late Night Programming: Contact SAO,2/26/2022,2:00 PM,5:00 PM,5:00 PM,11:55 PM,11:55 PM,11:59 PM,AH GH,Alden Hall 108 - Great Hall,0,0,Alden,2022-ABNWDM,Student - Reception/Banquet/Social,STUDENT ACTIVITIES OFFICE,26/2/2022,AH
9808,Engineers Without Borders Exec Meeting,2/26/2022,3:00 PM,3:00 PM,3:00 PM,4:00 PM,4:00 PM,4:00 PM,IS 1965 CONFERENCE ROOM,"IS 207, Innovation Studio - 1965 Conference Room",10,,,2022-ABPCZT,Student - Meeting,ENGINEERS WITHOUT BORDERS,26/2/2022,IS
9809,LNL - PR Committee,2/26/2022,3:00 PM,3:00 PM,3:00 PM,4:00 PM,4:00 PM,4:00 PM,CC CHAIR'S,Campus Center 129 - Chair's Conference Room,3,,,2022-ABPHPD,Student - Meeting,LENS & LIGHTS,26/2/2022,CC
9810,BRASA Destresser,2/26/2022,3:00 PM,3:00 PM,3:00 PM,5:00 PM,5:00 PM,5:00 PM,OASIS HOUSE - ALL SPACES,Oasis House - All Spaces,15,,,2022-ABPJNW,Student - Meeting,BRAZILIAN STUDENT ASSOCIATION,26/2/2022,OASIS
